"","ID","cagb","cbgb","ctotal4inv","tot_area","inter_area"
"100","CR242205",69.2,15.22,103.21,28614503243.2569,619871542.458284
"101","CR242205",11.4292,23.3155,38.3965,28821905673.3994,652580288.269719
"102","CR242205",68.149,17.8067,100.239,7571231.29661319,7571231.29661319
"103","CR242205",73.1775,17.4551,105.38,2221813.91980641,584.038990257774
"104","CR242206",13.4557,27.4496,44.5572,83497.6663864823,83497.6663864823
"105","CR242206",13.4557,27.4496,44.5572,479781.897290839,479781.897290839
"106","CR242206",121.92,29.26,167.46,375053508.370768,474014.784245467
"107","CR242206",121.92,29.26,167.46,9213683440.0769,305671042.069252
"108","CR242206",11.4292,23.3155,38.3965,28821905673.3994,2679106111.6995
"109","CR242206",40.5428,19.737,72.0177,801955734.576875,17528681.4902237
"110","CR242207",7.4,17.58,26.79,10021481375.1544,261089871.655891
"111","CR242207",121.92,29.26,167.46,9213683440.0769,15239771.428771
"112","CR242207",25.63,7.28,36.21,1716892946.36918,54930051.6891341
"113","CR242207",7.4,17.58,26.79,103111049331.025,152002171.907588
"114","CR242207",11.4292,23.3155,38.3965,28821905673.3994,2514182828.04713
"115","CR242208",10.1614,20.7292,34.5425,2026393.69491292,2026393.69491292
"116","CR242208",62.23,14.64,83.48,27792201649.9911,936192.405821648
"117","CR242208",25.63,7.28,36.21,1716892946.36918,51775380.5265209
"118","CR242208",69.2,15.22,103.21,28614503243.2569,5488530.29632176
"119","CR242208",7.4,17.58,26.79,103111049331.025,1202366196.6477
"120","CR242208",41.107,19.6976,72.5945,1635430.10449472,1635430.10449472
"121","CR242208",40.5428,19.737,72.0177,3655184.46194423,1112065.0202564
"122","CR242208",49.1878,18.5562,80.2587,847373.781910874,847373.781910874
"123","CR242208",11.4292,23.3155,38.3965,28821905673.3994,1618898117.83649
"124","CR242208",40.5428,19.737,72.0177,801955734.576875,27766898.1872008
"125","CR242209",10.2933,20.9984,34.9437,5463015.92634883,5463015.92634883
"126","CR242209",84.38,20.25,127.54,5422047298.6949,128969.571717143
"127","CR242209",62.23,14.64,83.48,27792201649.9911,1303446.42420003
"128","CR242209",7.4,17.58,26.79,103111049331.025,1610918422.08921
"129","CR242209",11.4292,23.3155,38.3965,28821905673.3994,1342065199.13676
"130","CR242209",40.5428,19.737,72.0177,62658.3331344873,5883.14820099995
"131","CR242209",67.1035,17.8798,99.1705,706291.572306406,706291.572306406
"132","CR242209",73.3046,17.4462,105.51,191757.143898249,191757.143898249
"133","CR242209",66.7522,17.9044,98.8114,76714.3163146526,76714.3163146526
"134","CR242210",56.9237,18.5916,88.7638,46188.999551069,46188.999551069
"135","CR242210",84.38,20.25,127.54,5422047298.6949,22156141.5292789
"136","CR242210",7.4,17.58,26.79,103111049331.025,644734158.336576
"137","CR242210",40.5428,19.737,72.0177,3655184.46194423,2543119.44168782
"138","CR242210",11.4292,23.3155,38.3965,28821905673.3994,898856437.125392
"139","CR242210",73.3046,17.4462,105.51,43580434.1015775,78497.1923494712
"140","CR242210",73.3046,17.4462,105.51,1845259762.69041,151310.667038875
"141","CR242211",62.23,14.64,83.48,27792201649.9911,288377.734432016
"142","CR242211",11.4292,23.3155,38.3965,28821905673.3994,5882588.74979135
"143","CR243203",90.51,28.06,130.71,780318498.930449,2832121.92270766
"144","CR243203",62.23,14.64,83.48,27792201649.9911,5879320.52867652
"145","CR243203",73.3046,17.4462,105.51,208942014.763318,8712783.86845703
"146","CR243203",73.3046,17.4462,105.51,998178529.5655,7521520.61482727
"147","CR243203",73.3046,17.4462,105.51,1845259762.69041,3061105.98752411
"148","CR243204",81.99,25.42,118.41,154.064790321514,154.064790321514
"149","CR243204",69.2,15.22,103.21,133945446.095852,3981.29306085245
"150","CR243204",90.51,28.06,130.71,780318498.930449,76008756.5192719
"151","CR243204",62.23,14.64,83.48,27792201649.9911,1554838948.45634
"152","CR243204",69.2,15.22,103.21,28614503243.2569,758312353.461615
"153","CR243204",90.51,28.06,130.71,28479903.1295143,1969297.44244073
"154","CR243204",81.99,25.42,118.41,1157485951.95857,2563188.93481877
"155","CR243204",73.3046,17.4462,105.51,208942014.763318,200229661.750458
"156","CR243204",56.446,18.625,88.2755,68665684.9922608,68665684.9922608
"157","CR243204",73.3046,17.4462,105.51,4459195.92229669,4459195.92229669
"158","CR243204",73.3046,17.4462,105.51,18453825.5290619,18453825.5290619
"159","CR243204",73.3046,17.4462,105.51,998178529.5655,6774499.94587447
"160","CR243204",40.5428,19.737,72.0177,801955734.576875,28619050.6359761
"161","CR243204",73.3046,17.4462,105.51,43580434.1015775,28170259.5870536
"162","CR243204",73.3046,17.4462,105.51,1845259762.69041,227749254.90897
"163","CR243205",11.8793,24.2337,39.7649,406177213.073051,55433511.3784745
"164","CR243205",12.2493,24.9887,40.8899,120443405.580355,120443405.580355
"165","CR243205",121.92,29.26,167.46,375053508.370768,11439973.3817988
"166","CR243205",90.51,28.06,130.71,780318498.930449,78880915.5267024
"167","CR243205",121.92,29.26,167.46,9213683440.0769,318069789.792006
"168","CR243205",62.23,14.64,83.48,27792201649.9911,142839090.180682
"169","CR243205",69.2,15.22,103.21,28614503243.2569,747001231.243117
"170","CR243205",11.4292,23.3155,38.3965,28821905673.3994,1524086986.859
"171","CR243205",90.51,28.06,130.71,28479903.1295143,4661131.18012132
"172","CR243205",48.971,19.1477,80.6338,5081756.36799654,5081756.36799654
"173","CR243205",40.5428,19.737,72.0177,801955734.576875,1064901.97755403
"174","CR243206",7.4,17.58,26.79,10021481375.1544,262739240.576476
"175","CR243206",121.92,29.26,167.46,375053508.370768,1611626.35391032
"176","CR243206",121.92,29.26,167.46,9213683440.0769,139059977.777592
"177","CR243206",62.23,14.64,83.48,27792201649.9911,26056383.8749404
"178","CR243206",25.63,7.28,36.21,1716892946.36918,11022708.8851968
"179","CR243206",4.17,13.94,18.49,100613461018.578,7411342.01543165
"180","CR243206",11.4292,23.3155,38.3965,28821905673.3994,2536956683.21388
"181","CR243206",40.5428,19.737,72.0177,6807187.34125892,6807187.34125892
"182","CR243206",40.5977,19.7332,72.0739,10864381.8634055,5697710.33683845
"183","CR243206",69.9867,17.6782,102.118,5967274.75165824,5967274.75165824
"184","CR243207",11.5131,23.4866,38.6516,11513384.034681,11513384.034681
"185","CR243207",11.795,24.0617,39.5086,13030849.7346531,13030849.7346531
"186","CR243207",12.1628,24.8122,40.627,34582218.7086147,34582218.7086147
"187","CR243207",11.2329,22.9151,37.8,2650369.58486586,2650369.58486586
"188","CR243207",11.3001,23.0521,38.0041,53454022.6523262,53454022.6523262
"189","CR243207",11.8291,24.1313,39.6123,24768065.6858452,24768065.6858452
"190","CR243207",7.4,17.58,26.79,10021481375.1544,999561946.891347
"191","CR243207",62.23,14.64,83.48,27792201649.9911,156625713.160492
"192","CR243207",25.63,7.28,36.21,1716892946.36918,14722427.1858195
"193","CR243207",69.2,15.22,103.21,28614503243.2569,598941.627919642
"194","CR243207",7.4,17.58,26.79,103111049331.025,278400296.830133
"195","CR243207",11.4292,23.3155,38.3965,28821905673.3994,1407532733.98548
"196","CR243208",62.23,14.64,83.48,27792201649.9911,36539464.8138525
"197","CR243208",7.4,17.58,26.79,103111049331.025,2301747683.66506
"198","CR243208",11.4292,23.3155,38.3965,28821905673.3994,653033669.442428
"199","CR243209",10.9713,22.3815,37.0047,59087736.5796284,58098151.0996387
"200","CR243209",62.23,14.64,83.48,27792201649.9911,3780143.33934281
"201","CR243209",7.4,17.58,26.79,103111049331.025,2652875744.55454
"202","CR243209",11.4292,23.3155,38.3965,28821905673.3994,270240053.142773
"203","CR243210",10.9713,22.3815,37.0047,59087736.5796284,989585.513922938
"204","CR243210",121.92,29.26,167.46,9213683440.0769,179398776.605335
"205","CR243210",62.23,14.64,83.48,27792201649.9911,2904829.4478716
"206","CR243210",25.63,7.28,36.21,1716892946.36918,15239771.0017134
"207","CR243210",7.4,17.58,26.79,103111049331.025,1195271912.12928
"208","CR243210",11.4292,23.3155,38.3965,28821905673.3994,1584618316.82147
"209","CR243211",40.5428,19.737,72.0177,7024.63050135225,7024.63050135225
"210","CR243211",121.92,29.26,167.46,9213683440.0769,17741364.6372999
"211","CR243211",62.23,14.64,83.48,27792201649.9911,15891789.9383378
"212","CR243211",25.63,7.28,36.21,1716892946.36918,6397690.29882281
"213","CR243211",69.2,15.22,103.21,28614503243.2569,30005549.1667004
"214","CR243211",11.4292,23.3155,38.3965,28821905673.3994,416784773.566643
"215","CR243211",69.2948,17.7266,101.411,28809253.5094166,11018150.1954252
"216","CR243211",40.5428,19.737,72.0177,23165709.9763565,20009.0472052172
"217","CR243211",40.5428,19.737,72.0177,801955734.576875,14149668.4956111
"218","CR244204",62.23,14.64,83.48,35331776.3459332,677723.62108071
"219","CR244204",71.1,7.11,88.08,4343432150.82234,43786631.7857377
"220","CR244204",90.51,28.06,130.71,780318498.930449,65646731.4059914
"221","CR244204",62.23,14.64,83.48,27792201649.9911,318215215.71608
"222","CR244204",69.2,15.22,103.21,28614503243.2569,15788360.5276845
"223","CR244204",71.1,7.11,88.08,3152595.65179354,3088669.33721894
"224","CR244204",90.51,28.06,130.71,28479903.1295143,4458328.53137324
"225","CR244204",81.99,25.42,118.41,1157485951.95857,1683666.7338194
"226","CR244204",73.3046,17.4462,105.51,117.14073706721,117.14073706721
"227","CR244204",73.3046,17.4462,105.51,78254691.1741997,78254691.1741997
"228","CR244204",73.3046,17.4462,105.51,43580434.1015775,15252063.9582165
"229","CR244204",73.3046,17.4462,105.51,1845259762.69041,82404138.8045022
"230","CR244205",12.1632,24.813,40.6281,20474117.6609524,20474117.6609524
"231","CR244205",12.2309,24.951,40.8338,355698679.053436,66943485.4794494
"232","CR244205",11.7464,23.9627,39.361,6667065.98619682,6667065.98619682
"233","CR244205",12.6994,25.9068,42.2581,21941605.109978,21941605.109978
"234","CR244205",12.3789,25.2529,41.2837,37804537.909674,13399922.2604272
"235","CR244205",12.1573,24.801,40.6102,343727907.988045,219682935.443236
"236","CR244205",12.5598,25.6219,41.8336,56496162.1751798,56496162.1751798
"237","CR244205",121.92,29.26,167.46,375053508.370768,4940882.82763441
"238","CR244205",90.51,28.06,130.71,780318498.930449,28903042.9343064
"239","CR244205",121.92,29.26,167.46,9213683440.0769,87952628.7411799
"240","CR244205",62.23,14.64,83.48,27792201649.9911,1216995917.03304
"241","CR244205",25.63,7.28,36.21,1716892946.36918,10203712.6076509
"242","CR244205",40.5428,19.737,72.0177,942869033.662403,101704423.330525
"243","CR244205",69.2,15.22,103.21,28614503243.2569,141973115.295675
"244","CR244205",11.4292,23.3155,38.3965,28821905673.3994,42429767.1932832
"245","CR244205",90.51,28.06,130.71,28479903.1295143,1928778.37916882
"246","CR244205",71.9872,11.2608,95.0783,66800.7408802158,66800.7408802158
"247","CR244205",56.9237,18.5916,88.7638,392215904.952113,22038123.1588037
"248","CR244205",73.3046,17.4462,105.51,1845259762.69041,49542994.4564129
"249","CR244206",11.9766,24.4322,40.0606,4333690.43638777,4333690.43638777
"250","CR244206",11.8156,24.1038,39.5714,2593947.0016608,2593947.0016608
"251","CR244206",11.5233,23.5076,38.6828,5586975.5534162,5586975.5534162
"252","CR244206",12.2688,25.0283,40.9489,4491254.67753444,4491254.67753444
"253","CR244206",12.0448,24.5713,40.268,15133620.0638148,15133620.0638148
"254","CR244206",11.7917,24.0551,39.4987,84378381.1886265,84378381.1886265
"255","CR244206",11.8259,24.1248,39.6026,10408241.2502662,10408241.2502662
"256","CR244206",11.9229,24.3227,39.8975,215539457.441309,215539457.441309
"257","CR244206",12.2309,24.951,40.8338,355698679.053436,77817622.2684255
"258","CR244206",12.2883,25.0681,41.0082,13329671.6130428,13329671.6130428
"259","CR244206",12.1573,24.801,40.6102,343727907.988045,124044960.485397
"260","CR244206",13.4557,27.4496,44.5572,1184.04280493967,1184.04280493967
"261","CR244206",13.4557,27.4496,44.5572,4057246.88099532,4057246.88099532
"262","CR244206",13.4557,27.4496,44.5572,31843.47311173,31843.47311173
"263","CR244206",7.4,17.58,26.79,10021481375.1544,513986028.234588
"264","CR244206",121.92,29.26,167.46,375053508.370768,3524580.27667625
"265","CR244206",121.92,29.26,167.46,9213683440.0769,79278961.1687587
"266","CR244206",62.23,14.64,83.48,27792201649.9911,369101389.412538
"267","CR244206",40.5428,19.737,72.0177,942869033.662403,43337577.714916
"268","CR244206",11.4292,23.3155,38.3965,28821905673.3994,1392735650.76518
"269","CR244206",40.5977,19.7332,72.0739,10864381.8634055,5166670.8313033
"270","CR244206",73.3046,17.4462,105.51,1.08582744885643,1.08582744885643
"271","CR244206",73.3046,17.4462,105.51,567226.360042966,567226.360042966
"272","CR244206",73.3046,17.4462,105.51,3171972.75502209,3171972.75502209
"273","CR244207",11.8795,24.2342,39.7657,4920516.7614015,1835954.6949048
"274","CR244207",12.2068,24.9018,40.7605,4729139.6812236,4729139.6812236
"275","CR244207",12.0225,24.5259,40.2003,3740424.87272173,3740424.87272173
"276","CR244207",7.4,17.58,26.79,10021481375.1544,701448605.702334
"277","CR244207",121.92,29.26,167.46,9213683440.0769,145920432.803951
"278","CR244207",62.23,14.64,83.48,27792201649.9911,8501205.27573295
"279","CR244207",7.4,17.58,26.79,103111049331.025,102742249.082953
"280","CR244207",12.0236,24.5281,40.2035,377321334.770276,6434774.54275113
"281","CR244207",11.4292,23.3155,38.3965,28821905673.3994,2022089428.56564
"282","CR244208",121.92,29.26,167.46,9213683440.0769,23124173.162501
"283","CR244208",7.4,17.58,26.79,103111049331.025,1840152030.33615
"284","CR244208",11.4292,23.3155,38.3965,28821905673.3994,1128054542.60243
"285","CR244209",121.92,29.26,167.46,9213683440.0769,4785955.26293355
"286","CR244209",7.4,17.58,26.79,103111049331.025,2414024887.28164
"287","CR244209",11.8227,24.1183,39.5929,1595547214.94998,25806783.2681941
"288","CR244209",11.4292,23.3155,38.3965,28821905673.3994,538945221.848424
"289","CR244210",11.3045,23.0611,38.0175,862446.13691233,862446.13691233
"290","CR244210",11.039,22.5195,37.2104,1444727.21805699,1444727.21805699
"291","CR244210",62.23,14.64,83.48,35331776.3459332,302305.638873075
"292","CR244210",84.38,20.25,127.54,5422047298.6949,26162508.2733926
"293","CR244210",121.92,29.26,167.46,9213683440.0769,186072259.262517
"294","CR244210",62.23,14.64,83.48,27792201649.9911,59371657.8853315
"295","CR244210",40.5428,19.737,72.0177,942869033.662403,1527913.71792573
"296","CR244210",69.2,15.22,103.21,28614503243.2569,3294069.64109433
"297","CR244210",7.4,17.58,26.79,103111049331.025,242815755.38542
"298","CR244210",11.4292,23.3155,38.3965,28821905673.3994,1784505379.49192
"299","CR244211",121.92,29.26,167.46,9213683440.0769,1436195.24980439
"300","CR244211",62.23,14.64,83.48,27792201649.9911,496784.319758654
"301","CR244211",69.2,15.22,103.21,28614503243.2569,11511809.0928215
"302","CR244211",11.4292,23.3155,38.3965,28821905673.3994,116534851.49992
"303","CR244211",40.5428,19.737,72.0177,89005.526376307,89005.526376307
"304","CR244211",69.2948,17.7266,101.411,28809253.5094166,17791104.4014796
"305","CR245205",12.2309,24.951,40.8338,355698679.053436,51609162.7246006
"306","CR245205",12.3789,25.2529,41.2837,37804537.909674,24404615.7125281
"307","CR245205",62.23,14.64,83.48,27792201649.9911,86395455.1235145
"308","CR245205",71.1569,7.36222,88.5036,10375439.7140545,10375439.7140545
"309","CR245206",12.2309,24.951,40.8338,355698679.053436,159328396.326935
"310","CR245206",7.4,17.58,26.79,10021481375.1544,23229553.4240332
"311","CR245206",71.1,7.11,88.08,4343432150.82234,1180393.29886688
"312","CR245206",121.92,29.26,167.46,9213683440.0769,9866669.6240887
"313","CR245206",62.23,14.64,83.48,27792201649.9911,202102585.320069
"314","CR245206",40.5428,19.737,72.0177,942869033.662403,26429507.6747256
"315","CR245206",72.2351,12.4249,97.0415,99645098.4030886,1004769.78621761
"316","CR245206",73.3046,17.4462,105.51,13798.6738738716,13798.6738738716
"317","CR245206",73.3046,17.4462,105.51,1845259762.69041,11605331.7856926
"318","CR245207",11.8795,24.2342,39.7657,4920516.7614015,3084562.06154287
"319","CR245207",7.4,17.58,26.79,10021481375.1544,833168087.545227
"320","CR245207",71.1,7.11,88.08,4343432150.82234,162427459.69799
"321","CR245207",121.92,29.26,167.46,9213683440.0769,76226343.8872878
"322","CR245207",62.23,14.64,83.48,27792201649.9911,349853785.697666
"323","CR245207",40.5428,19.737,72.0177,942869033.662403,870838.374189551
"324","CR245207",4.17,13.94,18.49,100613461018.578,23660471.074266
"325","CR245207",7.4,17.58,26.79,103111049331.025,233725100.601468
"326","CR245207",11.7152,23.899,39.2661,19131562.6052273,5255892.07438593
"327","CR245207",11.8227,24.1183,39.5929,1595547214.94998,478431054.189897
"328","CR245207",12.0236,24.5281,40.2035,377321334.770276,369693284.394054
"329","CR245207",11.4292,23.3155,38.3965,28821905673.3994,193951.34061265
"330","CR245207",71.2562,7.82862,89.2901,14028907.8453884,14028907.8453884
"331","CR245207",72.2351,12.4249,97.0415,99645098.4030886,78291328.2138657
"332","CR245207",41.0369,19.7025,72.5228,29343940.6731928,29343940.6731928
"333","CR245207",41.8364,19.6466,73.3402,2238227.44990141,2238227.44990141
"334","CR245207",65.8576,17.9669,97.8968,3136671.68887753,3136671.68887753
"335","CR245207",70.2661,17.6587,102.404,15160097.0300665,15160097.0300665
"336","CR245207",71.4163,17.5782,103.579,6706863.0712703,6706863.0712703
"337","CR245207",71.1032,7.11032,88.0787,30281023.3022207,11528313.2425561
"338","CR245207",73.3046,17.4462,105.51,998178529.5655,4824944.18455001
"339","CR245207",73.3046,17.4462,105.51,1845259762.69041,130348604.167122
"340","CR245208",11.5453,23.5524,38.7495,17833065.2191381,868136.787768424
"341","CR245208",11.4067,23.2697,38.3283,98467767.3076296,74521816.3493148
"342","CR245208",11.4213,23.2995,38.3728,85530936.3228693,70173653.8593507
"343","CR245208",11.3709,23.1966,38.2194,4035606.05247046,4035606.05247046
"344","CR245208",11.6172,23.6991,38.9683,6427515.0593834,6427515.0593834
"345","CR245208",13.4557,27.4496,44.5572,160.776612581685,160.776612581685
"346","CR245208",13.4557,27.4496,44.5572,132820.977251686,132820.977251686
"347","CR245208",7.4,17.58,26.79,1231552334.95433,270597.295416149
"348","CR245208",121.92,29.26,167.46,9213683440.0769,73177985.0896321
"349","CR245208",62.23,14.64,83.48,27792201649.9911,1221228.48436963
"350","CR245208",69.2,15.22,103.21,28614503243.2569,71722290.9591987
"351","CR245208",4.17,13.94,18.49,100613461018.578,7647257.43764229
"352","CR245208",7.4,17.58,26.79,103111049331.025,1909641503.59052
"353","CR245208",11.8763,24.2276,39.7558,296676364.234244,7612833.50760236
"354","CR245208",11.7152,23.899,39.2661,19131562.6052273,13875667.6303712
"355","CR245208",11.8227,24.1183,39.5929,1595547214.94998,693435828.003913
"356","CR245208",12.0236,24.5281,40.2035,377321334.770276,1193276.11764777
"357","CR245208",11.4292,23.3155,38.3965,28821905673.3994,55370314.0358826
"358","CR245209",11.4874,23.4343,38.5737,17018294.5906385,17018294.5906385
"359","CR245209",11.5453,23.5524,38.7495,17833065.2191381,16964928.6327765
"360","CR245209",11.4067,23.2697,38.3283,98467767.3076296,23945950.9275809
"361","CR245209",11.4213,23.2995,38.3728,85530936.3228693,999192.501941405
"362","CR245209",13.4557,27.4496,44.5572,6091983.82750649,6091983.82750649
"363","CR245209",7.4,17.58,26.79,1231552334.95433,17919.7666838998
"364","CR245209",69.2,15.22,103.21,28614503243.2569,54145858.524271
"365","CR245209",7.4,17.58,26.79,103111049331.025,989599813.955954
"366","CR245209",11.8227,24.1183,39.5929,1595547214.94998,397873689.806371
"367","CR245209",11.4292,23.3155,38.3965,28821905673.3994,567789.055414295
"368","CR245212",65.98,6.6,81.73,471920395.602379,5498745.99513714
"369","CR245212",12.3391,25.1717,41.1627,2151191004.33863,84288246.9622495
"370","CR245212",121.92,29.26,167.46,375053508.370768,103939.518168592
"371","CR245212",121.92,29.26,167.46,9213683440.0769,31810095.4206515
"372","CR245212",62.23,14.64,83.48,27792201649.9911,2191112.53782358
"373","CR245212",69.2,15.22,103.21,28614503243.2569,5428639.62107514
"374","CR245212",7.4,17.58,26.79,103111049331.025,15363355.0452537
"375","CR245212",40.7276,20.1141,72.6526,287303827.374801,7006460.39805947
"376","CR245213",12.3391,25.1717,41.1627,2151191004.33863,148076234.41851
"377","CR245213",7.4,17.58,26.79,103111049331.025,24995081.0675018
